City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
385,bloomington,90,US,1522608960,86,40.47,-88.99,32.0,9.17
386,khuzhir,0,RU,1522610695,72,53.19,107.35,7.16,5.17
387,mangrol,0,IN,1522610687,37,25.33,76.51,69.98,5.06
388,tucupita,0,VE,1522610687,39,9.06,-62.05,94.1,9.19
389,broken hill,36,AU,1522610687,63,-31.97,141.45,63.23,10.65
390,sao filipe,0,CV,1522610688,86,14.9,-24.5,73.67,18.37
391,the valley,20,AI,1522605600,54,18.22,-63.06,82.4,8.05
392,saint anthony,40,US,1522608960,61,43.97,-111.68,51.8,18.34
393,talaya,76,RU,1522610688,87,55.79,84.89,20.21,8.97
394,rio grande,90,BR,1522605600,94,-32.03,-52.1,73.4,9.17
395,wejherowo,75,PL,1522609200,93,54.61,18.25,35.6,18.34
396,yibin,76,CN,1522610697,88,28.77,104.64,60.53,2.71
397,nemuro,88,JP,1522610690,95,43.32,145.57,35.06,8.63
398,zaysan,56,KZ,1522610698,80,47.47,84.87,17.33,5.17
399,suleja,56,NG,1522610690,42,9.18,7.18,92.03,2.59
400,ankang,0,CN,1522610699,87,32.73,108.99,45.5,1.7
401,la rochelle,0,FR,1522609200,71,46.16,-1.15,51.8,5.82
402,susanville,1,US,1522608900,29,40.42,-120.65,62.6,2.93
403,boysun,68,UZ,1522610691,100,38.2,67.2,38.93,1.7
404,kalemie,8,CD,1522610692,100,-5.95,29.2,76.01,1.92
405,isangel,92,VU,1522610635,100,-19.55,169.27,80.69,20.71
406,trinidad,0,UY,1522610692,59,-33.52,-56.9,79.43,14.12
407,dodoma,24,TZ,1522610700,94,-6.18,35.75,65.57,3.71
408,shenzhen,0,CN,1522609200,64,22.54,114.05,71.6,3.36
409,luderitz,8,NA,1522605600,88,-26.65,15.16,64.4,14.99
410,saint-augustin,0,FR,1522609200,58,44.83,-0.61,55.4,10.29
411,bundaberg,76,AU,1522610629,99,-24.87,152.35,77.18,19.04
412,biloela,80,AU,1522610693,88,-24.4,150.51,70.43,8.75
413,ambilobe,56,MG,1522610694,99,-13.19,49.05,73.04,1.7
414,gazanjyk,76,TM,1522610702,88,39.24,55.52,42.44,8.97
415,aklavik,75,CA,1522609200,73,68.22,-135.01,19.4,21.92
416,bambanglipuro,48,ID,1522610695,100,-7.95,110.28,70.52,2.59
417,touros,20,BR,1522610703,81,-5.2,-35.46,84.65,11.77
418,strezhevoy,0,RU,1522607400,65,60.73,77.6,8.6,11.18
419,kununurra,0,AU,1522609200,88,-15.77,128.74,75.2,2.71
420,charters towers,56,AU,1522610704,87,-20.07,146.27,73.49,12.33
421,avera,1,US,1522608900,36,33.19,-82.53,78.8,9.17
422,soure,0,PT,1522609200,55,40.06,-8.63,60.8,8.05
423,camacha,40,PT,1522609200,72,33.08,-16.33,64.4,4.7
424,nokaneng,8,BW,1522610697,44,-19.66,22.19,77.9,13.22
425,manzhouli,80,CN,1522610697,35,49.6,117.43,23.18,22.28
426,kayes,0,ML,1522610698,21,14.44,-11.44,100.22,4.38
427,cabo san lucas,5,MX,1522608240,21,22.89,-109.91,86.0,8.05
428,nichinan,56,JP,1522610698,100,31.65,131.31,56.57,3.71
429,buchanan,40,LR,1522609200,83,5.88,-10.05,82.4,6.93
430,belaya gora,0,RU,1522610702,43,68.54,146.19,-13.9,3.15
431,ponta do sol,36,BR,1522610702,95,-20.63,-46.0,76.64,4.72
432,hanna,24,CA,1522610702,91,51.64,-111.93,10.58,4.61
433,khovu-aksy,48,RU,1522610702,51,51.13,93.72,10.58,5.95
434,buraydah,75,SA,1522609200,83,26.33,43.97,69.8,6.93
435,kuybyshevskiy zaton,90,RU,1522607400,92,55.16,49.17,32.0,6.71
436,grand-lahou,32,CI,1522610711,85,5.24,-5.0,81.59,6.4
437,pisco,0,PE,1522609200,78,-13.71,-76.2,75.2,9.17
438,winsum,75,NL,1522608900,86,53.33,6.52,37.4,3.36
439,tiznit,76,MA,1522610704,78,29.7,-9.73,64.22,4.94
440,tabuk,68,PH,1522610712,97,17.41,121.44,63.68,1.14
441,vao,80,EE,1522610705,69,59.1,26.19,36.41,13.0
442,benguela,12,AO,1522610713,93,-12.58,13.4,82.76,10.09
443,kurilsk,8,RU,1522610714,91,45.23,147.88,28.04,9.98
444,dodge city,90,US,1522608840,50,37.75,-100.02,32.0,12.75
445,sala consilina,0,IT,1522610710,86,40.4,15.6,44.6,5.17
446,paterno,75,IT,1522605000,76,42.06,13.47,50.0,5.82
447,san cristobal,75,EC,1522609200,59,-0.39,-78.55,62.6,9.17
448,petropavlovsk-kamchatskiy,40,RU,1522605600,85,53.05,158.65,12.2,4.47
449,kem,36,UG,1522610712,83,2.68,33.77,68.54,3.94
450,makakilo city,1,US,1522609020,78,21.35,-158.09,77.0,4.05
451,north bend,90,US,1522608960,70,43.41,-124.22,48.2,3.36
452,greeley,75,US,1522609200,59,40.42,-104.71,37.4,4.7
453,biak,88,ID,1522610713,100,-0.91,122.88,74.03,3.6
454,kenai,1,US,1522608960,80,60.55,-151.26,30.2,8.05
455,nador,20,MA,1522609200,77,35.17,-2.93,59.0,2.24
456,grand gaube,40,MU,1522609200,83,-20.01,57.66,80.6,6.93
457,key west,1,US,1522610100,58,47.93,-96.78,24.8,18.34
458,iskateley,44,RU,1522610714,57,67.68,53.15,6.35,3.49
459,tefe,40,BR,1522605600,70,-3.35,-64.71,86.0,8.05
460,fez,75,MA,1522609200,77,34.03,-5.02,66.2,4.7
461,arlit,20,NE,1522610715,25,18.74,7.39,81.14,2.93
462,garmisch-partenkirchen,75,AT,1522608600,48,47.49,11.1,44.6,19.46
463,kutum,0,SD,1522610716,18,14.2,24.66,71.69,8.41
464,zhuhai,0,CN,1522605600,33,40.71,112.04,46.4,4.47
465,smirnykh,48,RU,1522610725,93,49.74,142.83,17.96,1.7
466,sovetskaya gavan,8,RU,1522610717,84,48.97,140.29,22.1,4.38
467,oranjemund,8,ZA,1522610726,95,-28.55,16.43,63.14,6.62
468,pandharpur,12,IN,1522610718,38,17.68,75.33,79.43,9.42
469,mamburao,0,PH,1522610726,100,13.22,120.6,73.31,3.6
470,vagur,32,FO,1522610719,100,61.47,-6.81,37.94,19.15
471,dali,0,CN,1522610719,98,25.6,100.24,45.59,2.15
472,kupang,20,ID,1522610426,100,-10.16,123.6,78.89,3.15
473,erzin,0,TR,1522608600,77,36.95,36.2,60.8,12.75
474,nalut,0,LY,1522610728,33,31.86,10.98,67.91,10.42
475,myaundzha,0,RU,1522610728,35,63.05,147.18,-12.37,2.59
476,kichera,64,RU,1522610721,67,55.93,110.1,8.24,2.59
477,la ronge,75,CA,1522609200,51,55.1,-105.3,10.4,6.93
478,comodoro rivadavia,0,AR,1522605600,31,-45.87,-67.48,77.0,9.08
479,armizonskoye,68,RU,1522610730,85,55.95,67.67,23.18,12.21
480,kumylzhenskaya,44,RU,1522610733,87,49.88,42.59,39.92,13.67
481,klaksvik,44,FO,1522608600,100,62.23,-6.59,32.0,12.75
482,samarai,0,PG,1522610734,100,-10.62,150.67,83.39,16.91
483,kiunga,76,PG,1522610734,97,-6.12,141.3,73.04,2.59
484,alofi,92,NU,1522609200,100,-19.06,-169.92,75.2,1.12
485,alice springs,0,AU,1522609200,39,-23.7,133.88,62.6,1.12
486,lansing,40,US,1522607880,32,42.73,-84.56,37.4,6.93
487,ahuimanu,1,US,1522609020,83,21.44,-157.84,77.0,4.05
488,junin,20,PE,1522609200,37,-16.45,-71.58,66.2,11.41
489,tacuarembo,44,UY,1522610727,73,-31.73,-55.98,76.46,13.67
490,kalavad,0,IN,1522610728,60,22.21,70.38,73.13,6.96
491,tautira,20,PF,1522609200,70,-17.73,-149.15,84.2,4.7
492,two rivers,20,US,1522608960,53,44.15,-87.57,28.4,10.29
493,zhenhai,8,CN,1522605600,88,29.95,121.71,66.2,6.71
494,bosaso,64,SO,1522610729,96,11.28,49.18,79.97,2.04
495,valentin gomez farias,20,MX,1522608120,14,24.05,-104.7,78.8,3.36
496,champerico,40,MX,1522608120,35,16.38,-93.6,89.6,3.38
497,sao sebastiao,32,BR,1522610730,73,-3.15,-58.36,86.63,3.38
498,barkly west,88,ZA,1522609200,72,-28.54,24.52,68.0,2.24
499,ken caryl,40,US,1522609200,56,39.58,-105.11,50.0,9.17
500,eyl,36,SO,1522610730,96,7.98,49.82,80.78,7.07
501,buta,24,CD,1522610731,81,2.79,24.73,78.98,2.37
502,riachao das neves,0,BR,1522610731,48,-11.75,-44.91,90.32,4.94
503,ibra,32,OM,1522610739,33,22.69,58.55,74.21,3.15
504,gniezno,90,PL,1522609200,80,52.54,17.6,35.6,23.04
505,puerto baquerizo moreno,75,EC,1522609200,74,-0.9,-89.6,82.4,13.87
506,bathsheba,40,BB,1522609200,74,13.22,-59.52,82.4,9.17
507,cradock,8,ZA,1522610733,88,-32.16,25.62,61.25,2.48
508,tottori,0,JP,1522610646,100,35.5,134.23,42.89,1.92
509,lac-megantic,40,CA,1522610100,47,45.58,-70.88,33.8,17.22
510,itirapina,76,BR,1522610733,83,-22.26,-47.82,73.76,5.61
511,eirunepe,20,BR,1522610733,74,-6.66,-69.87,85.46,2.48
512,diu,0,IN,1522610733,70,20.71,70.98,73.76,6.73
513,pecos,1,US,1522608900,8,31.42,-103.49,87.8,3.36
514,vikindu,20,TZ,1522605600,88,-6.98,39.3,80.6,4.05
515,abu dhabi,0,AE,1522605600,61,24.47,54.37,77.0,6.93
516,gilbues,92,BR,1522610735,31,-9.83,-45.34,95.63,5.95
517,lieksa,0,FI,1522610735,85,63.32,30.02,22.73,3.6
518,la peca,44,PE,1522610735,91,-5.61,-78.44,73.49,2.71
519,baghdad,75,IQ,1522608900,21,33.3,44.38,84.2,10.29
520,punalur,20,IN,1522609200,74,9.02,76.93,84.2,2.24
521,billings,40,US,1522608780,55,45.79,-108.5,33.8,4.72
522,russell,40,AR,1522605600,41,-33.01,-68.8,77.0,9.17
523,necochea,0,AR,1522610737,80,-38.55,-58.74,66.56,12.44
524,yangjiang,24,CN,1522610746,100,21.85,111.96,71.51,2.48
525,opuwo,44,NA,1522610738,85,-18.06,13.84,70.43,2.71
526,kapustin yar,0,RU,1522610746,69,48.58,45.77,42.08,15.79
527,xai-xai,24,MZ,1522610739,99,-25.04,33.64,76.91,7.63
528,arkhangelsk,20,RU,1522607400,62,64.54,40.54,19.4,6.71
529,nouadhibou,0,MR,1522609200,82,20.93,-17.03,66.2,17.22
530,carthage,75,US,1522608960,60,32.16,-94.34,75.2,6.93
531,ust-kulom,36,RU,1522610739,82,61.69,53.69,21.56,2.59
532,bani,24,PH,1522610740,100,15.89,120.27,72.14,3.6
533,verkhoyansk,32,RU,1522610748,65,67.55,133.39,2.48,5.73
534,ambulu,20,ID,1522610749,100,-8.35,113.61,78.26,3.15
535,honiara,20,SB,1522609200,100,-9.43,159.96,73.4,1.81
536,hualmay,0,PE,1522610742,70,-11.1,-77.61,76.01,4.16
537,ixtapa,5,MX,1522608240,69,20.71,-105.21,80.6,11.41
538,natal,44,BR,1522610742,76,-5.81,-35.21,84.65,11.43
539,tolosa,0,ES,1522609200,48,43.14,-2.07,64.4,5.82
540,koslan,12,RU,1522610743,81,63.46,48.9,18.05,2.48
541,devils lake,1,US,1522608900,57,48.11,-98.87,23.0,24.16
542,anadyr,0,RU,1522605600,92,64.73,177.51,30.2,4.47
543,pundaguitan,0,PH,1522610743,100,6.37,126.17,81.59,5.95
544,linden,40,GY,1522609200,55,6.01,-58.31,89.6,13.87
545,najran,100,SA,1522609200,22,17.54,44.22,78.8,6.93
546,chaman,20,AF,1522610753,40,30.92,66.46,56.57,4.72
547,ahipara,20,NZ,1522610746,100,-35.17,173.16,55.67,4.16
548,pueblo nuevo,0,MX,1522610746,38,23.99,-106.96,85.01,3.15
549,boa vista,20,BR,1522609200,28,2.82,-60.67,96.8,10.29
550,monrovia,40,LR,1522609200,83,6.33,-10.8,82.4,6.93
551,vredendal,0,ZA,1522610748,68,-31.68,18.49,69.89,3.71
552,tanout,0,NE,1522610756,12,14.97,8.88,86.0,5.39
553,goderich,48,CA,1522610748,73,43.74,-81.71,30.38,13.56
